TREC topic	PMID reference document	PMID to be assessed
118	10623661	11074155
118	10623661	11074155
118	10623661	11211053
118	10623661	11211053
118	10623661	11211053
118	10623661	11799678
118	10623661	12082048
118	10623661	12480736
118	10818521	9112364
118	10818521	9375822
118	10818521	9562510
118	10818521	9603194
118	10818521	9773841
118	10818521	10233972
118	10818521	10233972
118	10818521	10407185
118	10818521	10491283
118	10818521	10507529
118	10818521	10507529
118	10818521	10652049
118	10818521	10818521
118	10818521	10932230
118	10818521	11211053
118	10818521	11329064
118	10818521	12099697
118	10818521	12119423
118	10818521	12164872
118	10818521	12219869
118	10914688	7604885
118	10914688	8020153
118	10914688	8619558
118	10914688	9562510
118	10914688	9579549
118	10914688	9603194
118	10914688	9603194
118	10914688	9889140
118	10914688	9889140
118	10914688	9889140
118	10914688	10491283
118	10914688	10818521
118	10914688	11211053
118	10914688	11493029
118	10914688	12082048
118	10914688	12099697
118	10914688	12480736
118	10914688	12485912
118	10914688	12626500
118	10914688	12719626
118	11114266	7604885
118	11114266	7604885
118	11114266	8205729
118	11114266	8617876
118	11114266	9562510
118	11114266	9603194
118	11114266	9761057
118	11114266	9798919
118	11114266	9852574
118	11114266	9889140
118	11114266	10381274
118	11114266	10491283
118	11114266	10867209
118	11114266	10914688
118	11114266	10997555
118	11114266	11245811
118	11114266	11409420
118	11114266	12480736
118	11114266	12719626
118	11114266	12719626
118	11245811	7604885
118	11245811	9237543
118	11245811	9562510
118	11245811	9761057
118	11245811	9761057
118	11245811	10233972
118	11245811	10233972
118	11245811	10491283
118	11245811	10598939
118	11245811	10623661
118	11245811	10623661
118	11245811	10652049
118	11245811	11074155
118	11245811	11074155
118	11245811	11114266
118	11245811	12082048
118	11245811	12480736
118	11245811	12626500
118	11245811	12626500
118	11245811	14599636
118	11329064	9112364
118	11329064	9299175
118	11329064	9335500
118	11329064	9335500
118	11329064	9562510
118	11329064	9643008
118	11329064	9852574
118	11329064	9889140
118	11329064	9889140
118	11329064	10623661
118	11329064	10623661
118	11329064	11074155
118	11329064	11074155
118	11329064	11676289
118	11329064	11846043
118	11329064	12082048
118	11329064	12099697
118	11329064	12119423
118	11329064	12480736
118	11329064	12565837
118	11578774	7645299
118	11578774	9335500
118	11578774	9562510
118	11578774	9562510
118	11578774	9562510
118	11578774	9562510
118	11578774	9562510
118	11578774	9852291
118	11578774	10407185
118	11578774	10407185
118	11578774	11074155
118	11578774	11114266
118	11578774	11211053
118	11578774	11245811
118	11578774	11578774
118	11578774	12058090
118	11578774	12082048
118	11578774	12218417
118	11578774	12565837
118	11578774	12626500
118	12082048	7712485
118	12082048	9335500
118	12082048	9487120
118	12082048	9562510
118	12082048	9603194
118	12082048	9761057
118	12082048	9889140
118	12082048	10507529
118	12082048	10507529
118	12082048	10652049
118	12082048	10818521
118	12082048	11245811
118	12082048	12082048
118	12082048	12119423
118	12082048	12218417
118	12082048	12480736
118	12082048	12485912
118	12082048	12626500
118	12082048	12630158
118	12082048	12719626
118	12099697	7993086
118	12099697	8943274
118	12099697	9237543
118	12099697	9329710
118	12099697	9520006
118	12099697	9562510
118	12099697	9889140
118	12099697	9889140
118	12099697	10233972
118	12099697	10491283
118	12099697	10623661
118	12099697	10623661
118	12099697	10652049
118	12099697	11074155
118	12099697	11211053
118	12099697	11211053
118	12099697	11578774
118	12099697	12065755
118	12099697	12498970
118	12099697	12626500
118	12119423	9603194
118	12119423	9761057
118	12119423	9852574
118	12119423	9852574
118	12119423	9889140
118	12119423	9889140
118	12119423	10233423
118	12119423	10233972
118	12119423	10407185
118	12119423	10407185
118	12119423	10507529
118	12119423	10570203
118	12119423	10750555
118	12119423	10914688
118	12119423	10914688
118	12119423	11192253
118	12119423	11211053
118	12119423	11329064
118	12119423	11578774
118	12119423	12719626
118	12480736	9264495
118	12480736	9562510
118	12480736	9603194
118	12480736	10407185
118	12480736	10407185
118	12480736	10491283
118	12480736	10507529
118	12480736	10507529
118	12480736	10652049
118	12480736	10818521
118	12480736	10914688
118	12480736	11211053
118	12480736	11211053
118	12480736	11435794
118	12480736	12020749
118	12480736	12099697
118	12480736	12099697
118	12480736	12565837
118	12480736	12565837
118	12480736	12719626
118	12485912	9345022
118	12485912	9603194
118	12485912	10233972
118	12485912	10407185
118	12485912	10491283
118	12485912	10507529
118	12485912	10652049
118	12485912	11211053
118	12485912	11329064
118	12485912	11755001
118	12485912	11799682
118	12485912	12119423
118	12485912	12218417
118	12485912	12218417
118	12485912	12218417
118	12485912	12557755
118	12485912	12565837
118	12485912	12626500
118	12485912	12719626
118	12485912	12719626
118	12498970	7604885
118	12498970	7604885
118	12498970	7604885
118	12498970	9541223
118	12498970	9761057
118	12498970	9889140
118	12498970	10233972
118	12498970	10407185
118	12498970	10611368
118	12498970	10623661
118	12498970	10623661
118	12498970	10652049
118	12498970	10652049
118	12498970	10818521
118	12498970	11211053
118	12498970	11329064
118	12498970	11578774
118	12498970	12119423
118	12498970	12719626
118	12498970	12732871
118	12626500	8737929
118	12626500	9335500
118	12626500	9603194
118	12626500	9761057
118	12626500	9852574
118	12626500	9889140
118	12626500	9889140
118	12626500	10818521
118	12626500	10922969
118	12626500	10926948
118	12626500	11211053
118	12626500	11245811
118	12626500	11329064
118	12626500	11578774
118	12626500	11794356
118	12626500	12032592
118	12626500	12218417
118	12626500	12218417
118	12626500	12485912
118	12626500	12498970
118	12719626	7604885
118	12719626	7843149
118	12719626	8649554
118	12719626	9227694
118	12719626	9237543
118	12719626	9600229
118	12719626	9889140
118	12719626	9889140
118	12719626	10491283
118	12719626	10507529
118	12719626	10818521
118	12719626	10825506
118	12719626	11052495
118	12719626	11211053
118	12719626	11329064
118	12719626	11571354
118	12719626	11761474
118	12719626	12218417
118	12719626	12626500
118	12719626	12626500
119	7627950	7628558
119	7627950	7898768
119	7627950	8749212
119	7627950	9679567
119	7627950	9679751
119	7627950	10023062
119	7627950	10667460
119	7627950	10862521
119	7627950	10868693
119	7627950	11106587
119	7627950	11471167
119	7627950	11585745
119	7627950	11731429
119	7627950	11921190
119	7627950	11921190
119	7627950	12542972
119	7627950	12552971
119	7627950	12552971
119	7627950	12888106
119	7627950	14562023
119	7836799	7627950
119	7836799	7974294
119	7836799	8944071
119	7836799	8959320
119	7836799	9180857
119	7836799	9209662
119	7836799	9407957
119	7836799	9539246
119	7836799	10064333
119	7836799	10584720
119	7836799	10667460
119	7836799	10797299
119	7836799	10963624
119	7836799	11056682
119	7836799	11675150
119	7836799	11737895
119	7836799	11810042
119	7836799	11872636
119	7836799	12542972
119	7836799	12727801
119	8068041	7511779
119	8068041	7720046
119	8068041	7720493
119	8068041	7720493
119	8068041	8068041
119	8068041	9429237
119	8068041	9511178
119	8068041	10199592
119	8068041	10963624
119	8068041	11045791
119	8068041	11169956
119	8068041	11179017
119	8068041	11585745
119	8068041	11585745
119	8068041	11934439
119	8068041	12175533
119	8068041	12183419
119	8068041	12183419
119	8068041	12860276
119	8068041	12860276
119	9180857	7773252
119	9180857	7836799
119	9180857	8068041
119	9180857	9407957
119	9180857	9407957
119	9180857	10454258
119	9180857	10548311
119	9180857	11032590
119	9180857	11045791
119	9180857	11056682
119	9180857	11291049
119	9180857	11295132
119	9180857	11731429
119	9180857	11731429
119	9180857	11848510
119	9180857	11956092
119	9180857	12175533
119	9180857	12556960
119	9180857	12727801
119	9180857	14504370
119	9209662	8068041
119	9209662	9062391
119	9209662	9232338
119	9209662	9238034
119	9209662	10199592
119	9209662	10548311
119	9209662	10564681
119	9209662	10667460
119	9209662	10667460
119	9209662	10755383
119	9209662	11291049
119	9209662	11291049
119	9209662	11303592
119	9209662	11773866
119	9209662	11810042
119	9209662	11921190
119	9209662	11943609
119	9209662	12175533
119	9209662	12611461
119	9209662	14504370
119	9232338	8944071
119	9232338	9407957
119	9232338	9726005
119	9232338	9888479
119	9232338	10199592
119	9232338	11045791
119	9232338	11056682
119	9232338	11060339
119	9232338	11130383
119	9232338	11934439
119	9232338	11956092
119	9232338	12175533
119	9232338	12175533
119	9232338	12430181
119	9232338	12542972
119	9232338	12556960
119	9232338	12556960
119	9232338	12727801
119	9232338	14504203
119	9232338	14518733
119	9426059	7627950
119	9426059	7720493
119	9426059	8944071
119	9426059	9180857
119	9426059	9407957
119	9426059	9679567
119	9426059	10199592
119	9426059	10744635
119	9426059	10779639
119	9426059	10861460
119	9426059	11045791
119	9426059	11149425
119	9426059	11585745
119	9426059	11731429
119	9426059	11921190
119	9426059	11921190
119	9426059	12542972
119	9426059	12556960
119	9426059	12570745
119	9426059	12873994
119	9539246	7773252
119	9539246	8068041
119	9539246	8267523
119	9539246	8554981
119	9539246	9539246
119	9539246	10199592
119	9539246	10199592
119	9539246	10398279
119	9539246	10862521
119	9539246	11056682
119	9539246	11169956
119	9539246	11585745
119	9539246	11700265
119	9539246	11731429
119	9539246	11792413
119	9539246	11899391
119	9539246	11956092
119	9539246	12183419
119	9539246	12552971
119	9539246	12727801
119	9679567	8033310
119	9679567	8751855
119	9679567	9180857
119	9679567	9815734
119	9679567	10868690
119	9679567	10963624
119	9679567	11015213
119	9679567	11106587
119	9679567	11872636
119	9679567	11934439
119	9679567	11956092
119	9679567	11956092
119	9679567	11956092
119	9679567	12183419
119	9679567	12430181
119	9679567	12570745
119	9679567	12860276
119	9679567	12888106
119	9679567	14562023
119	9679567	14562023
119	9726005	8880755
119	9726005	9232338
119	9726005	9678617
119	9726005	9815734
119	9726005	9888479
119	9726005	10029576
119	9726005	10755383
119	9726005	10755383
119	9726005	10821441
119	9726005	10963624
119	9726005	11003560
119	9726005	11056682
119	9726005	11734330
119	9726005	11921190
119	9726005	12175533
119	9726005	12242696
119	9726005	12570745
119	9726005	12727801
119	9726005	12925969
119	9726005	14504191
119	9815734	7720493
119	9815734	7836799
119	9815734	8554981
119	9815734	9829708
119	9815734	10064333
119	9815734	10779639
119	9815734	10821441
119	9815734	11408954
119	9815734	11408954
119	9815734	11597316
119	9815734	11792413
119	9815734	11810042
119	9815734	11921190
119	9815734	11934439
119	9815734	11934439
119	9815734	12175533
119	9815734	12542972
119	9815734	12556960
119	9815734	12570745
119	9815734	12727801
119	9825836	8250963
119	9825836	9238034
119	9825836	9683359
119	9825836	9815734
119	9825836	9825836
119	9825836	10064333
119	9825836	10199592
119	9825836	10359869
119	9825836	10493261
119	9825836	10667460
119	9825836	10667460
119	9825836	10862521
119	9825836	11045791
119	9825836	11056682
119	9825836	11585745
119	9825836	11921190
119	9825836	11956092
119	9825836	12296511
119	9825836	12556960
119	9825836	12570745
119	9888479	9424615
119	9888479	9815734
119	9888479	10064333
119	9888479	10064333
119	9888479	10334189
119	9888479	10667460
119	9888479	10667460
119	9888479	10755383
119	9888479	11520364
119	9888479	11737885
119	9888479	11773866
119	9888479	11773866
119	9888479	11792413
119	9888479	11917213
119	9888479	11934439
119	9888479	11943609
119	9888479	11956092
119	9888479	12296511
119	9888479	12542972
119	9888479	12873994
119	10064333	7627950
119	10064333	8959320
119	10064333	9122892
119	10064333	9407957
119	10064333	9950235
119	10064333	10064333
119	10064333	10667460
119	10064333	10870112
119	10064333	11169956
119	10064333	11303592
119	10064333	11585745
119	10064333	11700265
119	10064333	11943609
119	10064333	11991804
119	10064333	12091121
119	10064333	12183419
119	10064333	12183419
119	10064333	12570745
119	10064333	12570745
119	10064333	12624497
119	10548311	7627950
119	10548311	7627950
119	10548311	9209662
119	10548311	9209662
119	10548311	9888479
119	10548311	11159743
119	10548311	11291049
119	10548311	11291049
119	10548311	11585745
119	10548311	11731429
119	10548311	11921190
119	10548311	11934439
119	10548311	11943609
119	10548311	11943609
119	10548311	11943609
119	10548311	11956092
119	10548311	12183419
119	10548311	12655560
119	10548311	12873994
119	10548311	14504203
119	10564681	7728978
119	10564681	8569364
119	10564681	8589425
119	10564681	8944071
119	10564681	9180857
119	10564681	9209662
119	10564681	9407957
119	10564681	10371349
119	10564681	10564681
119	10564681	10963624
119	10564681	11045791
119	10564681	11291049
119	10564681	11303592
119	10564681	11773866
119	10564681	11792413
119	10564681	12150456
119	10564681	12175533
119	10564681	12542972
119	10564681	12873994
119	10564681	14562023
119	10755383	7627950
119	10755383	8000297
119	10755383	8061957
119	10755383	8944071
119	10755383	9209662
119	10755383	9426059
119	10755383	9434875
119	10755383	9679751
119	10755383	10548311
119	10755383	10580025
119	10755383	11045791
119	10755383	11202185
119	10755383	11328408
119	10755383	11792413
119	10755383	11872636
119	10755383	12175533
119	10755383	12542972
119	10755383	12570745
119	10755383	14504191
119	10755383	14504191
119	10779639	7720493
119	10779639	7927352
119	10779639	9539246
119	10779639	9815734
119	10779639	9888479
119	10779639	10464625
119	10779639	10548311
119	10779639	10595259
119	10779639	10862521
119	10779639	10882856
119	10779639	10963624
119	10779639	11740339
119	10779639	11792413
119	10779639	11792413
119	10779639	12014998
119	10779639	12175533
119	10779639	12542972
119	10779639	12727801
119	10779639	12727801
119	10779639	14504203
119	10862521	8841191
119	10862521	8841192
119	10862521	8944071
119	10862521	9029171
119	10862521	9331081
119	10862521	10022251
119	10862521	10464625
119	10862521	10667460
119	10862521	10779639
119	10862521	11056682
119	10862521	11169956
119	10862521	11291049
119	10862521	11408954
119	10862521	11585745
119	10862521	11773866
119	10862521	11956092
119	10862521	12508556
119	10862521	12542972
119	10862521	14504191
119	10862521	14504199
119	10868690	7720493
119	10868690	8944071
119	10868690	9180857
119	10868690	9407957
119	10868690	9426059
119	10868690	10199592
119	10868690	10625170
119	10868690	10667460
119	10868690	11056682
119	10868690	11159743
119	10868690	11585745
119	10868690	11773381
119	10868690	12183419
119	10868690	12399005
119	10868690	12508556
119	10868690	12570745
119	10868690	12570745
119	10868690	12873994
119	10868690	12888106
119	10868690	14504203
119	11045791	8627738
119	11045791	9180857
119	11045791	9209662
119	11045791	9407957
119	11045791	9407957
119	11045791	10359546
119	11045791	10472942
119	11045791	10506113
119	11045791	11188923
119	11045791	11424177
119	11045791	11585745
119	11045791	11585745
119	11045791	11921190
119	11045791	11934439
119	11045791	12175533
119	11045791	12183419
119	11045791	12430181
119	11045791	12430181
119	11045791	12508556
119	11045791	12570745
119	11056682	8895730
119	11056682	8944071
119	11056682	9407957
119	11056682	9825836
119	11056682	9855008
119	11056682	10564681
119	11056682	10755383
119	11056682	10925368
119	11056682	11408954
119	11056682	11408954
119	11056682	11731429
119	11056682	11872636
119	11056682	12175533
119	11056682	12175533
119	11056682	12175533
119	11056682	12399005
119	11056682	12542972
119	11056682	12546524
119	11056682	12727801
119	11056682	14518733
119	11169956	7720493
119	11169956	8944071
119	11169956	8944071
119	11169956	9029171
119	11169956	9298582
119	11169956	9355705
119	11169956	10646903
119	11169956	10963624
119	11169956	11056682
119	11169956	11500195
119	11169956	11700265
119	11169956	11773381
119	11169956	11773866
119	11169956	11872636
119	11169956	11921190
119	11169956	11934439
119	11169956	12183407
119	11169956	12430181
119	11169956	12727801
119	11169956	12888106
119	11303592	7627950
119	11303592	7720493
119	11303592	8068041
119	11303592	9406233
119	11303592	9815734
119	11303592	10064333
119	11303592	10199592
119	11303592	10667460
119	11303592	10963624
119	11303592	11015213
119	11303592	11045791
119	11303592	11045791
119	11303592	11291049
119	11303592	11731429
119	11303592	11956092
119	11303592	11956092
119	11303592	12508556
119	11303592	12611461
119	11303592	12888106
119	11303592	14562023
119	11408954	8944071
119	11408954	9232338
119	11408954	9407957
119	11408954	9679567
119	11408954	9815734
119	11408954	10564681
119	11408954	10564681
119	11408954	11872636
119	11408954	11921190
119	11408954	11921190
119	11408954	11921190
119	11408954	11934439
119	11408954	11956092
119	11408954	11956092
119	11408954	12237897
119	11408954	12406553
119	11408954	12499585
119	11408954	12727801
119	11408954	12860276
119	11408954	14562023
119	11585745	7720493
119	11585745	7720493
119	11585745	8744297
119	11585745	9209662
119	11585745	9341158
119	11585745	9679567
119	11585745	9815734
119	11585745	10456688
119	11585745	10779639
119	11585745	11169956
119	11585745	11303592
119	11585745	11328408
119	11585745	11773381
119	11585745	11773866
119	11585745	11810042
119	11585745	11872636
119	11585745	11943609
119	11585745	12542972
119	11585745	12542972
119	11585745	12727801
119	11700265	7542253
119	11700265	7627950
119	11700265	7627950
119	11700265	7836799
119	11700265	9062391
119	11700265	9107426
119	11700265	9328188
119	11700265	9825836
119	11700265	10199592
119	11700265	10667460
119	11700265	10755383
119	11700265	11408954
119	11700265	11588132
119	11700265	11921190
119	11700265	11921190
119	11700265	12150456
119	11700265	12183419
119	11700265	12570745
119	11700265	12888106
119	11700265	14504191
119	11773866	8944071
119	11773866	8944071
119	11773866	8944071
119	11773866	9407957
119	11773866	9800384
119	11773866	9888479
119	11773866	10564681
119	11773866	10755383
119	11773866	10953966
119	11773866	11056682
119	11773866	11169956
119	11773866	11585745
119	11773866	11700265
119	11773866	11921190
119	11773866	11943609
119	11773866	12183419
119	11773866	12570745
119	11773866	12611461
119	11773866	12727801
119	11773866	12860276
119	11810042	8020149
119	11810042	8033143
119	11810042	8068041
119	11810042	9539246
119	11810042	9679567
119	11810042	9888479
119	11810042	10199592
119	11810042	10207629
119	11810042	10667460
119	11810042	10792770
119	11810042	10862521
119	11810042	10868690
119	11810042	10868696
119	11810042	10996421
119	11810042	11792413
119	11810042	11872636
119	11810042	12183419
119	11810042	12508556
119	11810042	12727801
119	11810042	12888106
119	11872636	7836799
119	11872636	9167459
119	11872636	9539246
119	11872636	9882431
119	11872636	9888479
119	11872636	10445390
119	11872636	10564681
119	11872636	10963624
119	11872636	11056682
119	11872636	11731429
119	11872636	11921190
119	11872636	11921190
119	11872636	11921190
119	11872636	11943609
119	11872636	12064742
119	11872636	12203997
119	11872636	12552971
119	11872636	12570745
119	11872636	12727801
119	11872636	12949934
119	11934439	7614465
119	11934439	7666488
119	11934439	8200649
119	11934439	9407957
119	11934439	9426059
119	11934439	9726005
119	11934439	9815734
119	11934439	10199592
119	11934439	10564681
119	11934439	10667460
119	11934439	10963624
119	11934439	11320670
119	11934439	11424177
119	11934439	11792413
119	11934439	11810042
119	11934439	11872636
119	11934439	12150456
119	11934439	12556960
119	11934439	12570745
119	11934439	12611461
119	12150456	9209662
119	12150456	9209662
119	12150456	9539246
119	12150456	9539246
119	12150456	9679567
119	12150456	9679751
119	12150456	9726005
119	12150456	10564681
119	12150456	10566550
119	12150456	10963624
119	12150456	11291049
119	12150456	11303592
119	12150456	11443730
119	12150456	11500195
119	12150456	11700265
119	12150456	11731429
119	12150456	11943609
119	12150456	11956092
119	12150456	12117698
119	12150456	14504191
119	12296511	7627950
119	12296511	8944071
119	12296511	8944071
119	12296511	9180857
119	12296511	9726005
119	12296511	10548311
119	12296511	10862521
119	12296511	11169956
119	12296511	11227922
119	12296511	11320155
119	12296511	11535249
119	12296511	11943609
119	12296511	11943609
119	12296511	12175533
119	12296511	12175564
119	12296511	12183419
119	12296511	12242696
119	12296511	12508556
119	12296511	12542972
119	12296511	12570745
119	12430181	7485742
119	12430181	9180857
119	12430181	9209662
119	12430181	9888479
119	12430181	10064333
119	12430181	10667460
119	12430181	10868690
119	12430181	10963624
119	12430181	11700265
119	12430181	11792413
119	12430181	11943609
119	12430181	12175533
119	12430181	12175533
119	12430181	12175533
119	12430181	12433731
119	12430181	12579293
119	12430181	12611461
119	12430181	12860276
119	12430181	12873994
119	12430181	12888106
119	12508556	7836799
119	12508556	8944071
119	12508556	9406233
119	12508556	9407957
119	12508556	9679567
119	12508556	9825836
119	12508556	10359546
119	12508556	10681096
119	12508556	10862521
119	12508556	10996421
119	12508556	11700265
119	12508556	11731429
119	12508556	11792413
119	12508556	11810042
119	12508556	11921190
119	12508556	12183419
119	12508556	12542972
119	12508556	12611461
119	12508556	12727801
119	12508556	12888106
119	12552971	7602788
119	12552971	7898768
119	12552971	8068041
119	12552971	8944071
119	12552971	9150188
119	12552971	9407957
119	12552971	9426059
119	12552971	9539246
119	12552971	10064333
119	12552971	11169956
119	12552971	11291049
119	12552971	11443730
119	12552971	11792413
119	12552971	11792413
119	12552971	11921190
119	12552971	11956092
119	12552971	11956092
119	12552971	12542972
119	12552971	12611461
119	12552971	12767525
119	12556960	7612694
119	12556960	9209662
119	12556960	9407957
119	12556960	9407957
119	12556960	9726005
119	12556960	10199592
119	12556960	10366541
119	12556960	10667460
119	12556960	10792770
119	12556960	11169956
119	12556960	11291049
119	12556960	11773866
119	12556960	11810042
119	12556960	11921190
119	12556960	11956092
119	12556960	12175533
119	12556960	12296511
119	12556960	12552971
119	12556960	12655560
119	12556960	12860276
119	12611461	8944071
119	12611461	8944071
119	12611461	9214613
119	12611461	9426059
119	12611461	9539246
119	12611461	9679567
119	12611461	9888479
119	12611461	10564681
119	12611461	10963624
119	12611461	11291049
119	12611461	11291049
119	12611461	11416960
119	12611461	11857015
119	12611461	11921190
119	12611461	11934439
119	12611461	11943609
119	12611461	12430181
119	12611461	12542972
119	12611461	12873994
119	12611461	14562023
119	12860276	7522434
119	12860276	7720493
119	12860276	7836799
119	12860276	9232338
119	12860276	9815734
119	12860276	10755383
119	12860276	10996421
119	12860276	11045791
119	12860276	11872636
119	12860276	11921190
119	12860276	11943609
119	12860276	12150456
119	12860276	12150456
119	12860276	12175533
119	12860276	12542972
119	12860276	12556960
119	12860276	12611452
119	12860276	12727801
119	12860276	12727801
119	12860276	12888106
119	12873994	7612694
119	12873994	7627950
119	12873994	8956789
119	12873994	9111645
119	12873994	9232338
119	12873994	9407957
119	12873994	9888479
119	12873994	10077151
119	12873994	10199592
119	12873994	10548311
119	12873994	10755383
119	12873994	10862521
119	12873994	11731429
119	12873994	11921190
119	12873994	11943609
119	12873994	12195642
119	12873994	12570745
119	12873994	12570745
119	12873994	12570745
119	12873994	14504203
119	14504203	7720493
119	14504203	8781385
119	14504203	9232338
119	14504203	9407957
119	14504203	9407957
119	14504203	9726005
119	14504203	10353781
119	14504203	10564681
119	14504203	11408954
119	14504203	11731429
119	14504203	11792413
119	14504203	11921190
119	14504203	12175533
119	14504203	12175533
119	14504203	12540498
119	14504203	12546524
119	14504203	12611461
119	14504203	12611461
119	14504203	12860276
119	14504203	12888106
119	14562023	9167459
119	14562023	9230131
119	14562023	9276626
119	14562023	9539238
119	14562023	9825836
119	14562023	9865425
119	14562023	10779639
119	14562023	10819503
119	14562023	10963624
119	14562023	11056682
119	14562023	11227922
119	14562023	11291049
119	14562023	11303592
119	14562023	11731429
119	14562023	11956092
119	14562023	12175533
119	14562023	12296511
119	14562023	12570745
119	14562023	12888106
119	14562023	14562023
121	8944023	8554067
121	8944023	9538156
121	8944023	9894790
121	8944023	9894790
121	8944023	10220405
121	8944023	10962436
121	8944023	11278247
121	8944023	11573085
121	8944023	11712284
121	8944023	11773071
121	8944023	11779501
121	8944023	11779501
121	8944023	11927591
121	8944023	12080089
121	8944023	12183411
121	8944023	12431996
121	8944023	12470655
121	8944023	12592385
121	8944023	12832489
121	8944023	14550946
121	9342365	7564468
121	9342365	7929128
121	9342365	9342365
121	9342365	9425226
121	9342365	9679765
121	9342365	9894790
121	9342365	9894790
121	9342365	10477523
121	9342365	10918303
121	9342365	11156388
121	9342365	11257228
121	9342365	11335034
121	9342365	11335034
121	9342365	11773071
121	9342365	11785522
121	9342365	11807980
121	9342365	11925436
121	9342365	12431996
121	9342365	12559046
121	9342365	12832489
121	9425226	9342365
121	9425226	9645467
121	9425226	10477523
121	9425226	10902618
121	9425226	10962436
121	9425226	11257228
121	9425226	11410366
121	9425226	11573085
121	9425226	11593018
121	9425226	11593018
121	9425226	11593018
121	9425226	11773071
121	9425226	11779501
121	9425226	11779501
121	9425226	11879553
121	9425226	11943588
121	9425226	12024016
121	9425226	12154023
121	9425226	14550946
121	9425226	14550946
121	9798686	7997258
121	9798686	9133444
121	9798686	9342365
121	9798686	10195418
121	9798686	10918303
121	9798686	10959425
121	9798686	11257228
121	9798686	11278247
121	9798686	11593018
121	9798686	11593018
121	9798686	11712283
121	9798686	11712286
121	9798686	11925436
121	9798686	11925436
121	9798686	11943588
121	9798686	11943588
121	9798686	12890688
121	9798686	14550946
121	9798686	14550946
121	9798686	14560035
121	9832560	7997258
121	9832560	8080686
121	9832560	8541881
121	9832560	8944023
121	9832560	8944023
121	9832560	8986808
121	9832560	9645467
121	9832560	10959425
121	9832560	11410366
121	9832560	11712287
121	9832560	11799682
121	9832560	11840342
121	9832560	11925436
121	9832560	11927591
121	9832560	12140767
121	9832560	12154023
121	9832560	12431996
121	9832560	12732733
121	9832560	12890688
121	9832560	14560035
121	9894790	7538666
121	9894790	7844566
121	9894790	9254622
121	9894790	9738006
121	9894790	9922477
121	9894790	10195418
121	9894790	10518542
121	9894790	10959425
121	9894790	10962436
121	9894790	11257228
121	9894790	11593018
121	9894790	11593018
121	9894790	11773071
121	9894790	11779501
121	9894790	11925436
121	9894790	11927591
121	9894790	11943588
121	9894790	12154023
121	9894790	12154023
121	9894790	12431996
121	10477523	8764100
121	10477523	8780884
121	10477523	10356923
121	10477523	10959425
121	10477523	10962436
121	10477523	11136250
121	10477523	11156388
121	10477523	11257228
121	10477523	11278247
121	10477523	11331335
121	10477523	11521194
121	10477523	11593018
121	10477523	11773071
121	10477523	11779501
121	10477523	11925436
121	10477523	11927591
121	10477523	11927591
121	10477523	12183411
121	10477523	12215246
121	10477523	14560035
121	11593018	8674108
121	11593018	9425226
121	11593018	9798686
121	11593018	9894790
121	11593018	10580847
121	11593018	10902618
121	11593018	10918303
121	11593018	10959425
121	11593018	11278247
121	11593018	11335034
121	11593018	11573085
121	11593018	11593018
121	11593018	11712282
121	11593018	11712297
121	11593018	11779501
121	11593018	11925436
121	11593018	11925436
121	11593018	12887909
121	11593018	12890688
121	11593018	14550946
121	11712297	7564468
121	11712297	7759542
121	11712297	7759542
121	11712297	8986808
121	11712297	9261099
121	11712297	9342365
121	11712297	9645467
121	11712297	9812072
121	11712297	9894790
121	11712297	10902618
121	11712297	10959425
121	11712297	11335034
121	11712297	11526114
121	11712297	11773071
121	11712297	11779501
121	11712297	11856892
121	11712297	11927591
121	11712297	11943588
121	11712297	12732733
121	11712297	12732733
121	11773071	7564468
121	11773071	10030809
121	11773071	10195418
121	11773071	10477523
121	11773071	10477523
121	11773071	10764408
121	11773071	11156388
121	11773071	11526114
121	11773071	11526114
121	11773071	11712291
121	11773071	11712297
121	11773071	11712297
121	11773071	11779501
121	11773071	11925436
121	11773071	12351678
121	11773071	12431996
121	11773071	12732733
121	11773071	12832489
121	11773071	12890688
121	11773071	12914511
121	11779501	8917547
121	11779501	8944023
121	11779501	9215675
121	11779501	9894790
121	11779501	10477523
121	11779501	10962436
121	11779501	10964110
121	11779501	10991937
121	11779501	11090615
121	11779501	11156388
121	11779501	11573085
121	11779501	11593018
121	11779501	11790560
121	11779501	11799689
121	11779501	11879553
121	11779501	11879553
121	11779501	11879553
121	11779501	11927591
121	11779501	14550946
121	11779501	14560035
121	11925436	9342365
121	11925436	9425226
121	11925436	9798686
121	11925436	10910365
121	11925436	11526114
121	11925436	11593018
121	11925436	11773071
121	11925436	11773071
121	11925436	11799678
121	11925436	11856892
121	11925436	11856892
121	11925436	11879553
121	11925436	11925436
121	11925436	12183411
121	11925436	12637547
121	11925436	12732733
121	11925436	12810625
121	11925436	12832489
121	11925436	12832489
121	11925436	12890688
121	11927591	7564468
121	11927591	7564468
121	11927591	9342365
121	11927591	9425226
121	11927591	10195418
121	11927591	10477523
121	11927591	10531328
121	11927591	10959425
121	11927591	10962562
121	11927591	11106241
121	11927591	11335034
121	11927591	11712284
121	11927591	11732553
121	11927591	11779501
121	11927591	11925436
121	11927591	11927591
121	11927591	11927591
121	11927591	12429929
121	11927591	14550946
121	11927591	14583453
121	11943588	9215675
121	11943588	9425226
121	11943588	9425226
121	11943588	9645467
121	11943588	9832560
121	11943588	9836472
121	11943588	9894790
121	11943588	10819536
121	11943588	10902618
